content_id,client_id,search_volume,competition,competition_level,cpc,content_type,main_intent,word_count,char_count,provider_used,model_used,content_age_days,days_since_last_update,impressions_90d,clicks_90d,pageviews_90d,sessions_90d,users_90d,engaged_sessions_90d,ai_sessions_90d,scroll_events_90d,days_with_impressions,days_with_sessions,impressions_last_30d,clicks_last_30d,sessions_last_30d,impressions_prev_30d,clicks_prev_30d,sessions_prev_30d,ctr,avg_position,engagement_rate,scroll_rate,ai_traffic_pct,trend_pct,age_tier,age_tier_order,freshness_tier,word_count_tier,char_count_tier,impression_tier,position_tier,trend_direction,is_declining_label,is_missing_position,is_missing_keyword_context,is_missing_word_count,log_impressions_90d,log_clicks_90d,log_sessions_90d,engaged_session_ratio,click_to_session_ratio,ml_opportunity_probability,opportunity_score,priority,action,primary_reason,confidence,queue_rank
content_be26cd27c4fd,client_f369cb89fc,170.0,0.0,LOW,0.0,keyword article,commercial,2799.0,16739.0,,gemini-2.5-flash,147,20,556,0,4,4,4,0,1,2,83,4,142,0,2,192,0,0,0.0,7.9,0.0,50.0,25.0,-26.0,91-180,4,0-30,2000-3500,15000-25000,moderate,page_1,down,1,0,0,0,6.322565239927284,0.0,1.6094379124341005,0.0,4.0,0.8397,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.79,3565
content_2448b3b4aecd,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6098.0,40597.0,google,gemini-2.5-flash,139,104,3642,2,68,58,58,1,0,5,88,17,515,0,7,1322,0,2,0.05,31.5,1.72,7.35,0.0,-61.0,91-180,4,91-180,3500+,25000+,good,page_3_5,down,1,0,1,0,8.200562797008564,1.0986122886681098,4.07753744390572,0.0172413793103448,10.0,0.8469,68.2,HIGH,REFRESH,High-Value Asset Under Pressure,0.87,3566
content_33c2582626ad,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5611.0,37025.0,,gemini-3-flash-preview,286,104,6438,2,38,23,23,0,0,1,88,9,756,1,16,3528,0,0,0.03,48.4,0.0,2.63,0.0,-78.6,181-365,5,91-180,3500+,25000+,good,page_3_5,down,1,0,1,0,8.770128527538184,1.0986122886681098,3.1780538303479458,0.0,10.0,0.8152,68.2,HIGH,REFRESH,High-Value Asset Under Pressure,0.86,3567
content_408aebb7694e,client_a88a7902cb,30.0,0.07,LOW,0.11,keyword article,informational,3068.0,20523.0,google,gemini-3-flash-preview,90,20,595,0,3,2,2,0,0,2,35,2,0,0,0,27,0,1,0.0,6.1,0.0,66.67,0.0,-100.0,31-90,3,0-30,2000-3500,15000-25000,moderate,page_1,down,1,0,0,0,6.39024066706535,0.0,1.0986122886681098,0.0,2.0,0.8351,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.78,3568
content_2f63ec48a481,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,2994.0,19003.0,google,gemini-3-flash-preview,124,104,32413,11,303,190,189,2,0,13,88,44,6580,2,94,13697,2,29,0.03,35.2,1.05,4.29,0.0,-52.0,91-180,4,91-180,2000-3500,15000-25000,excellent,page_3_5,down,1,0,1,0,10.386345707218064,2.4849066497880004,5.25227342804663,0.0105263157894736,10.0,0.7334,68.2,HIGH,REFRESH,High-Value Asset Under Pressure,0.82,3569
content_d1d23c7c5eb2,client_f74efabef1,20.0,0.09,LOW,2.12,keyword article,transactional,2295.0,15768.0,google,gemini-3-flash-preview,117,20,603,0,3,3,3,0,0,0,75,3,31,0,2,214,0,1,0.0,14.0,0.0,0.0,0.0,-85.5,91-180,4,0-30,2000-3500,15000-25000,moderate,striking,down,1,0,0,0,6.403574197934815,0.0,1.3862943611198906,0.0,3.0,0.8351,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.78,3570
content_30063a4bbeeb,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3809.0,25299.0,,gemini-2.5-flash,147,20,323,0,1,1,1,0,0,1,74,1,29,0,0,118,0,0,0.0,18.7,0.0,100.0,0.0,-75.4,91-180,4,0-30,3500+,25000+,moderate,striking,down,1,0,1,0,5.780743515792329,0.0,0.6931471805599453,0.0,1.0,0.8674,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.8,3571
content_dc86a0c215e4,client_3fdba35f04,10.0,0.0,LOW,0.0,keyword article,transactional,1389.0,9117.0,,gpt-4o-mini,263,104,95,0,2,2,2,0,0,0,46,2,6,0,1,31,0,1,0.0,18.3,0.0,0.0,0.0,-80.6,181-365,5,91-180,1000-2000,8000-15000,low,striking,down,1,0,0,0,4.564348191467836,0.0,1.0986122886681098,0.0,2.0,0.8532,68.2,HIGH,MONITOR,Routine Operational Monitoring,0.7,3572
content_453f8c497e30,client_19581e27de,70.0,0.93,HIGH,2.01,keyword article,transactional,0.0,0.0,,,153,104,4960,21,17,16,16,0,1,1,88,13,2088,3,3,1570,15,11,0.42,5.3,0.0,5.88,6.25,33.0,91-180,4,91-180,unknown,unknown,good,page_1,up,0,0,0,1,8.509362612301048,3.091042453358316,2.833213344056216,0.0,0.7619047619047619,0.7116,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.81,3573
content_bea9e2a9ca1c,client_6208ef0f77,10.0,0.31,LOW,0.44,keyword article,transactional,5283.0,36202.0,,gemini-3-flash-preview,236,104,6514,6,169,104,103,1,0,9,88,30,1708,4,56,2013,2,11,0.09,19.1,0.96,5.33,0.0,-15.2,181-365,5,91-180,3500+,25000+,good,striking,stable,0,0,0,0,8.781862489558945,1.9459101490553128,4.653960350157523,0.0096153846153846,10.0,0.6526,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.78,3574
content_26c20dffcf0a,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,,257,104,8850,24,28,24,23,1,0,4,88,18,1516,11,13,2056,6,4,0.27,3.9,4.17,14.29,0.0,-26.3,181-365,5,91-180,unknown,unknown,good,page_1,down,1,0,1,1,9.088285725968875,3.218875824868201,3.218875824868201,0.0416666666666666,1.0,0.6696,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.78,3575
content_588c2b50625f,client_6208ef0f77,10.0,0.0,LOW,0.0,keyword article,commercial,6827.0,47888.0,,gemini-3-flash-preview,300,104,8166,3,1335,722,721,4,4,7,88,34,2119,0,536,3230,1,142,0.04,31.0,0.55,0.52,0.55,-34.4,181-365,5,91-180,3500+,25000+,good,page_3_5,down,1,0,0,0,9.007856923358275,1.3862943611198906,6.583409222158765,0.0055401662049861,10.0,0.8032,68.2,HIGH,REFRESH,High-Value Asset Under Pressure,0.85,3576
content_7d147b1c4115,client_4e07408562,10.0,0.56,MEDIUM,3.96,keyword article,commercial,3155.0,20481.0,,gemini-3-flash-preview,421,7,525,0,2,2,2,0,0,0,74,2,49,0,2,145,0,0,0.0,19.7,0.0,0.0,0.0,-66.2,365+,6,0-30,2000-3500,15000-25000,moderate,striking,down,1,0,0,0,6.26530121273771,0.0,1.0986122886681098,0.0,2.0,0.8537,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.79,3577
content_39818a4e8846,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3377.0,22402.0,,gemini-2.5-flash,147,20,6538,1,1,1,1,0,0,0,88,1,805,0,0,2379,1,1,0.02,38.5,0.0,0.0,0.0,-66.2,91-180,4,0-30,2000-3500,15000-25000,good,page_3_5,down,1,0,1,0,8.785539527561276,0.6931471805599453,0.6931471805599453,0.0,1.0,0.8896,68.2,HIGH,REFRESH,High-Value Asset Under Pressure,0.89,3578
content_06b02c9b01a1,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,3030.0,26391.0,google,gemini-3-flash-preview,138,20,328,0,1,1,1,0,0,0,68,1,33,0,0,105,0,0,0.0,5.3,0.0,0.0,0.0,-68.6,91-180,4,0-30,2000-3500,25000+,moderate,page_1,down,1,0,1,0,5.796057750765372,0.0,0.6931471805599453,0.0,1.0,0.8669,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.8,3579
content_2ddaf2561208,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5579.0,37491.0,,gemini-3-flash-preview,144,104,1317,2,49,27,26,0,0,1,88,17,172,0,13,337,1,9,0.15,14.3,0.0,2.04,0.0,-49.0,91-180,4,91-180,3500+,25000+,moderate,striking,down,1,0,1,0,7.183870715062453,1.0986122886681098,3.332204510175204,0.0,10.0,0.7406,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.75,3580
content_45c9bfa5ef20,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,,236,104,4098,5,12,12,12,1,0,1,88,10,771,1,5,1563,1,5,0.12,5.2,8.33,8.33,0.0,-50.7,181-365,5,91-180,unknown,unknown,good,page_1,down,1,0,1,1,8.318498320504338,1.791759469228055,2.5649493574615367,0.0833333333333333,2.4,0.6966,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.8,3581
content_aeb365d4e794,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6203.0,40874.0,,gemini-3-flash-preview,287,104,968,1,66,50,50,0,0,1,86,22,239,1,16,211,0,5,0.1,10.2,0.0,1.52,0.0,13.3,181-365,5,91-180,3500+,25000+,moderate,striking,stable,0,0,1,0,6.876264611890766,0.6931471805599453,3.9318256327243257,0.0,10.0,0.7484,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.75,3582
content_408182a26b97,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,3403.0,21294.0,google,gemini-3-flash-preview,124,104,274,0,152,132,132,0,0,14,70,21,26,0,11,132,0,11,0.0,18.9,0.0,9.21,0.0,-80.3,91-180,4,91-180,2000-3500,15000-25000,low,striking,down,1,0,1,0,5.616771097666572,0.0,4.890349128221754,0.0,10.0,0.798,68.2,HIGH,INVESTIGATE,Observed Traffic Decline Risk,0.77,3583
content_27bc7f6476b3,client_3fdba35f04,20.0,0.1,LOW,0.0,keyword article,informational,2648.0,15872.0,,gemini-3-flash-preview,333,19,10905,13,63,42,40,2,0,5,88,22,419,1,8,1164,3,14,0.12,5.4,4.76,7.94,0.0,-64.0,181-365,5,0-30,2000-3500,15000-25000,good,page_1,down,1,0,0,0,9.297068375486006,2.6390573296152584,3.7612001156935615,0.0476190476190476,3.230769230769231,0.7167,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.81,3584
content_110f6019011b,client_19581e27de,320.0,0.07,LOW,3.31,keyword article,commercial,0.0,0.0,,,256,104,2080,1,1,1,1,0,0,0,88,1,196,0,1,362,0,0,0.05,8.6,0.0,0.0,0.0,-45.9,181-365,5,91-180,unknown,unknown,moderate,page_1,down,1,0,0,1,7.640603826393634,0.6931471805599453,0.6931471805599453,0.0,1.0,0.7024,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.73,3585
content_9d91845c81bf,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6152.0,40692.0,,gemini-3-flash-preview,151,104,4400,12,143,77,77,0,0,2,88,25,869,5,48,1347,5,22,0.27,10.7,0.0,1.4,0.0,-35.5,91-180,4,91-180,3500+,25000+,good,striking,down,1,0,1,0,8.38958706681109,2.5649493574615367,4.356708826689592,0.0,6.416666666666667,0.6967,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.8,3586
content_eea0194e50eb,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,3157.0,21449.0,google,gemini-3-flash-preview,126,104,3914,11,24,20,20,0,2,2,88,16,752,2,10,1071,3,4,0.28,5.1,0.0,8.33,10.0,-29.8,91-180,4,91-180,2000-3500,15000-25000,good,page_1,down,1,0,1,0,8.272570608424903,2.4849066497880004,3.044522437723423,0.0,1.818181818181818,0.7046,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.8,3587
content_fbccbd20055a,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6132.0,40407.0,,gemini-3-flash-preview,148,104,10230,8,125,69,64,1,0,2,88,34,1478,2,35,4176,4,22,0.08,32.3,1.45,1.6,0.0,-64.6,91-180,4,91-180,3500+,25000+,good,page_3_5,down,1,0,1,0,9.23317760587894,2.19722457733622,4.248495242049359,0.0144927536231884,8.625,0.7947,68.2,HIGH,REFRESH,High-Value Asset Under Pressure,0.85,3588
content_a9fa79e8e705,client_3fdba35f04,10.0,0.17,LOW,0.0,keyword article,commercial,1304.0,8501.0,,gpt-4o-mini,223,104,1253,2,41,37,37,0,0,10,87,16,128,0,1,323,1,6,0.16,34.7,0.0,24.39,0.0,-60.4,181-365,5,91-180,1000-2000,8000-15000,moderate,page_3_5,down,1,0,0,0,7.134093721192866,1.0986122886681098,3.6375861597263857,0.0,10.0,0.8981,68.2,HIGH,INVESTIGATE,Observed Traffic Decline Risk,0.81,3589
content_e4ca053a3c62,client_3fdba35f04,10.0,0.0,LOW,0.0,keyword article,transactional,1717.0,10942.0,,gpt-4o-mini,284,104,2469,0,8,8,8,0,0,1,82,4,292,0,0,481,0,3,0.0,59.7,0.0,12.5,0.0,-39.3,181-365,5,91-180,1000-2000,8000-15000,moderate,deep,down,1,0,0,0,7.8119734296220225,0.0,2.19722457733622,0.0,8.0,0.8645,68.2,HIGH,REFRESH,Observed Traffic Decline Risk,0.8,3590
content_d2ca9e9a29e5,client_3fdba35f04,10.0,0.0,LOW,0.0,keyword article,informational,1407.0,9007.0,openai,gpt-4o-mini,124,104,1596,6,18,16,16,1,0,1,88,15,316,2,5,429,0,3,0.38,6.6,6.25,5.56,0.0,-26.3,91-180,4,91-180,1000-2000,8000-15000,moderate,page_1,down,1,0,0,0,7.375882148215011,1.9459101490553128,2.833213344056216,0.0625,2.6666666666666665,0.7789,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.76,3591
content_cc9b74976b93,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6971.0,46853.0,,gemini-3-flash-preview,286,104,20143,45,271,179,164,4,0,21,88,64,2330,10,37,10771,15,42,0.22,5.0,2.23,7.75,0.0,-78.4,181-365,5,91-180,3500+,25000+,good,page_1,down,1,0,1,0,9.910661756284128,3.828641396489095,5.19295685089021,0.0223463687150838,3.977777777777778,0.6159,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.7,3592
content_bb34f88bf166,client_6208ef0f77,10.0,0.0,LOW,0.0,keyword article,informational,6348.0,41291.0,,gemini-3-flash-preview,300,104,662,0,126,78,78,0,0,2,86,14,174,0,31,233,0,21,0.0,19.6,0.0,1.59,0.0,-25.3,181-365,5,91-180,3500+,25000+,moderate,striking,down,1,0,0,0,6.496774990185863,0.0,4.3694478524670215,0.0,10.0,0.7547,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.75,3593
content_23bae3425a1c,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,7868.0,49845.0,,gemini-3-flash-preview,286,104,15239,93,899,742,733,6,0,97,88,70,3873,31,86,5139,38,51,0.61,12.7,0.81,10.79,0.0,-24.6,181-365,5,91-180,3500+,25000+,good,striking,down,1,0,1,0,9.631678829240638,4.543294782270004,6.610696044717759,0.0080862533692722,7.978494623655914,0.684,68.2,HIGH,REFRESH,High-Value Asset Under Pressure,0.79,3594
content_0df0ba8dd50f,client_19581e27de,30.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,,236,104,3417,4,11,11,11,0,0,0,88,9,305,0,3,1134,2,4,0.12,4.8,0.0,0.0,0.0,-73.1,181-365,5,91-180,unknown,unknown,good,page_1,down,1,0,0,1,8.136810863675537,1.6094379124341005,2.4849066497880004,0.0,2.75,0.6865,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.79,3595
content_d2401f998575,client_4e07408562,0.0,0.0,LOW,0.0,keyword article,informational,2809.0,18200.0,,gemini-3-flash-preview,228,13,7339,20,30,24,24,4,0,12,88,22,967,6,6,1853,5,8,0.27,5.1,16.67,40.0,0.0,-47.8,181-365,5,0-30,2000-3500,15000-25000,good,page_1,down,1,0,1,0,8.901094121608562,3.044522437723423,3.218875824868201,0.1666666666666666,1.2,0.7901,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.85,3596
content_ca622b524632,client_f74efabef1,0.0,0.0,LOW,0.0,keyword article,informational,2639.0,18058.0,google,gemini-3-flash-preview,92,20,686,0,8,8,8,0,0,0,84,5,120,0,5,263,0,3,0.0,7.3,0.0,0.0,0.0,-54.4,91-180,4,0-30,2000-3500,15000-25000,moderate,page_1,down,1,0,1,0,6.532334292222349,0.0,2.19722457733622,0.0,8.0,0.8289,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.78,3597
content_1c21bab5a68c,client_19581e27de,70.0,0.01,LOW,0.0,keyword article,commercial,0.0,0.0,,,153,104,5666,15,22,22,22,1,0,4,88,18,978,1,11,2191,6,5,0.26,6.6,4.55,18.18,0.0,-55.4,91-180,4,91-180,unknown,unknown,good,page_1,down,1,0,0,1,8.64241515616962,2.772588722239781,3.1354942159291497,0.0454545454545454,1.4666666666666666,0.6922,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.8,3598
content_272dc2b8320d,client_4e07408562,170.0,0.01,LOW,1.84,keyword article,commercial,1797.0,11229.0,,gemini-3-flash-preview,280,25,4121,8,11,11,9,1,0,3,88,8,570,1,2,1210,4,8,0.19,17.3,9.09,27.27,0.0,-52.9,181-365,5,0-30,1000-2000,8000-15000,good,striking,down,1,0,0,0,8.324093761450404,2.19722457733622,2.4849066497880004,0.0909090909090909,1.375,0.7804,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.84,3599
content_094110291f27,client_8722616204,10.0,0.36,MEDIUM,0.0,keyword article,informational,2838.0,19829.0,google,gemini-3-flash-preview,96,8,157,0,2,2,2,0,2,0,42,2,0,0,0,112,0,0,0.0,10.3,0.0,0.0,100.0,-100.0,91-180,4,0-30,2000-3500,15000-25000,low,striking,down,1,0,0,0,5.062595033026967,0.0,1.0986122886681098,0.0,2.0,0.9146,68.2,HIGH,REFRESH,Routine Operational Monitoring,0.7,3600
content_aa11f525c308,client_3fdba35f04,10.0,0.0,LOW,0.0,keyword article,informational,1231.0,7466.0,,gpt-4o-mini,333,104,3608,0,33,22,22,1,0,5,88,10,340,0,4,1384,0,0,0.0,36.0,4.55,15.15,0.0,-75.4,181-365,5,91-180,1000-2000,<8000,good,page_3_5,down,1,0,0,0,8.19118600464279,0.0,3.1354942159291497,0.0454545454545454,10.0,0.8536,68.2,HIGH,REFRESH,High-Value Asset Under Pressure,0.88,3601
content_706a6c8a4228,client_7f2253d7e2,10.0,0.0,LOW,0.0,keyword article,informational,2791.0,17687.0,google,gemini-3-flash-preview,92,20,2590,10,12,12,12,0,0,6,88,12,411,1,1,872,4,5,0.39,11.0,0.0,50.0,0.0,-52.9,91-180,4,0-30,2000-3500,15000-25000,moderate,striking,down,1,0,0,0,7.85979918056211,2.3978952727983707,2.5649493574615367,0.0,1.2,0.8177,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.86,3602
content_be1c109fcdbc,client_349c41201b,0.0,0.0,LOW,0.0,keyword article,informational,5359.0,33208.0,,gemini-3-flash-preview,144,20,10931,6,19,19,16,0,0,0,88,14,1244,1,6,2631,2,3,0.05,34.0,0.0,0.0,0.0,-52.7,91-180,4,0-30,3500+,25000+,good,page_3_5,down,1,0,1,0,9.299449547047958,1.9459101490553128,2.995732273553991,0.0,3.1666666666666665,0.8633,68.2,HIGH,REFRESH,High-Value Asset Under Pressure,0.88,3603
content_08093639296d,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,2923.0,19108.0,google,gemini-3-flash-preview,98,20,1084,0,8,8,8,0,0,0,81,6,240,0,6,303,0,2,0.0,8.4,0.0,0.0,0.0,-20.8,91-180,4,0-30,2000-3500,15000-25000,moderate,page_1,down,1,0,1,0,6.98933526597456,0.0,2.19722457733622,0.0,8.0,0.8058,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.77,3604
content_1269e3965247,client_19581e27de,90.0,0.04,LOW,0.65,keyword article,transactional,3171.0,21303.0,google,gemini-3-flash-preview,124,20,2974,3,5,4,4,0,0,1,88,4,237,0,2,812,1,1,0.1,10.5,0.0,20.0,0.0,-70.8,91-180,4,0-30,2000-3500,15000-25000,moderate,striking,down,1,0,0,0,7.99799931797973,1.3862943611198906,1.6094379124341005,0.0,1.3333333333333333,0.7674,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.83,3605
content_e15068147154,client_f369cb89fc,10.0,1.0,HIGH,1.27,keyword article,commercial,2603.0,15506.0,,gemini-2.5-flash,147,20,1994,2,11,12,12,0,0,1,88,12,798,0,6,785,1,4,0.1,15.2,0.0,9.09,0.0,1.7,91-180,4,0-30,2000-3500,15000-25000,moderate,striking,stable,0,0,0,0,7.598399329323964,1.0986122886681098,2.5649493574615367,0.0,6.0,0.7883,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.77,3606
content_abf6c3d94892,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,2897.0,18408.0,google,gemini-3-flash-preview,110,20,2737,5,7,6,6,0,0,3,88,6,82,0,0,184,0,2,0.18,6.9,0.0,42.86,0.0,-55.4,91-180,4,0-30,2000-3500,15000-25000,moderate,page_1,down,1,0,1,0,7.914983005848394,1.791759469228055,1.9459101490553128,0.0,1.2,0.785,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.84,3607
content_83948ca6d498,client_349c41201b,0.0,0.0,LOW,0.0,keyword article,informational,3842.0,25989.0,google,gemini-2.5-flash,140,8,8975,15,66,62,59,0,0,1,88,28,3534,4,21,3220,6,23,0.17,9.6,0.0,1.52,0.0,9.8,91-180,4,0-30,3500+,25000+,good,page_1,stable,0,0,1,0,9.102309627762478,2.772588722239781,4.143134726391533,0.0,4.133333333333334,0.733,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.82,3608
content_8c64b6f3f4c7,client_3fdba35f04,50.0,0.78,HIGH,1.31,keyword article,informational,2486.0,15422.0,,gemini-3-flash-preview,165,14,1631,2,21,17,16,0,0,0,88,9,188,1,6,291,1,10,0.12,7.7,0.0,0.0,0.0,-35.4,91-180,4,0-30,2000-3500,15000-25000,moderate,page_1,down,1,0,0,0,7.397561535524052,1.0986122886681098,2.8903717578961645,0.0,8.5,0.807,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.77,3609
content_00261bf031ba,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4029.0,26601.0,,gemini-2.5-flash,147,20,5309,13,19,15,15,0,0,8,88,14,1115,3,3,2254,5,6,0.24,28.3,0.0,42.11,0.0,-50.5,91-180,4,0-30,3500+,25000+,good,page_3_5,down,1,0,1,0,8.577347114235984,2.6390573296152584,2.772588722239781,0.0,1.1538461538461535,0.9021,68.2,HIGH,REFRESH,High-Value Asset Under Pressure,0.9,3610
content_77b3c8b69dff,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1431.0,9227.0,,gpt-4o-mini,263,104,42,0,9,8,8,0,0,3,29,3,1,0,0,8,0,0,0.0,4.7,0.0,33.33,0.0,-87.5,181-365,5,91-180,1000-2000,8000-15000,low,page_1,down,1,0,1,0,3.7612001156935615,0.0,2.19722457733622,0.0,8.0,0.8936,68.2,HIGH,MONITOR,Routine Operational Monitoring,0.7,3611
content_e66dd89749be,client_4e07408562,40.0,0.52,MEDIUM,1.64,keyword article,informational,2642.0,16833.0,,gemini-3-flash-preview,347,7,853,0,1,1,1,0,0,0,76,1,76,0,0,171,0,1,0.0,6.9,0.0,0.0,0.0,-55.6,181-365,5,0-30,2000-3500,15000-25000,moderate,page_1,down,1,0,0,0,6.74993119378857,0.0,0.6931471805599453,0.0,1.0,0.8284,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.78,3612
content_5b28ee5792f9,client_3fdba35f04,10.0,0.57,MEDIUM,0.0,keyword article,informational,1400.0,9408.0,,gpt-4o-mini,223,104,69,0,17,15,15,0,0,8,39,4,3,0,0,35,0,0,0.0,16.1,0.0,47.06,0.0,-91.4,181-365,5,91-180,1000-2000,8000-15000,low,striking,down,1,0,0,0,4.248495242049359,0.0,2.772588722239781,0.0,10.0,0.8696,68.2,HIGH,REFRESH,Routine Operational Monitoring,0.7,3613
content_47d718a1c2f3,client_4ec9599fc2,0.0,0.0,unknown,0.0,feedly article,unknown,1182.0,8335.0,,gpt-5-mini,350,104,131,0,7,7,7,0,0,0,28,4,46,0,6,85,0,1,0.0,8.6,0.0,0.0,0.0,-45.9,181-365,5,91-180,1000-2000,8000-15000,low,page_1,down,1,0,1,0,4.882801922586371,0.0,2.079441541679836,0.0,7.0,0.8356,68.2,HIGH,REFRESH,Routine Operational Monitoring,0.7,3614
content_80856ce26978,client_3fdba35f04,110.0,0.25,LOW,1.32,keyword article,transactional,1556.0,9785.0,,gpt-4o-mini,165,104,2243,0,20,17,17,0,0,4,88,12,231,0,2,723,0,5,0.0,32.2,0.0,20.0,0.0,-68.0,91-180,4,91-180,1000-2000,8000-15000,moderate,page_3_5,down,1,0,0,0,7.716015266642587,0.0,2.8903717578961645,0.0,10.0,0.8692,68.2,HIGH,REFRESH,Observed Traffic Decline Risk,0.8,3615
content_20da97aafc53,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,2928.0,18148.0,,gemini-3-flash-preview,263,20,6394,6,60,43,43,1,0,9,88,21,736,0,7,2567,0,5,0.09,13.7,2.33,15.0,0.0,-71.3,181-365,5,0-30,2000-3500,15000-25000,good,striking,down,1,0,1,0,8.763271714012943,1.9459101490553128,3.784189633918261,0.0232558139534883,7.166666666666667,0.7332,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.82,3616
content_0041426350c1,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,4423.0,28719.0,,gemini-3-flash-preview,148,104,96,0,6,3,3,0,0,1,46,2,19,0,2,45,0,1,0.0,13.0,0.0,16.67,0.0,-57.8,91-180,4,91-180,3500+,25000+,low,striking,down,1,0,1,0,4.574710978503383,0.0,1.3862943611198906,0.0,3.0,0.853,68.2,HIGH,MONITOR,Routine Operational Monitoring,0.7,3617
content_ebab0744ca5a,client_19581e27de,260.0,0.02,LOW,0.09,keyword article,transactional,3364.0,22547.0,google,gemini-3-flash-preview,124,20,9546,12,16,13,11,0,0,1,88,10,2047,2,3,4859,4,4,0.13,6.5,0.0,6.25,0.0,-57.9,91-180,4,0-30,2000-3500,15000-25000,good,page_1,down,1,0,0,0,9.163982247998034,2.5649493574615367,2.6390573296152584,0.0,1.0833333333333333,0.7118,68.2,HIGH,OPTIMIZE,High-Value Asset Under Pressure,0.81,3618
content_7c345f3f778a,client_19581e27de,720.0,0.31,LOW,0.61,keyword article,commercial,2928.0,19190.0,google,gemini-3-flash-preview,124,20,781,0,7,7,7,0,0,0,76,5,367,0,6,44,0,1,0.0,7.5,0.0,0.0,0.0,734.1,91-180,4,0-30,2000-3500,15000-25000,moderate,page_1,up,0,0,0,0,6.661854740545311,0.0,2.079441541679836,0.0,7.0,0.8216,68.2,HIGH,OPTIMIZE,Observed Traffic Decline Risk,0.78,3619
